department,category,budget_eur,project_id,country,date,amount_local,original_currency,rate,amount_eur
Supply,Warehousing,3282.29,BE55,Belgium,2024-12-31,3010.19,EUR,1.0,3010.19
Supply,Cold Chain,2784.36,BE55,Belgium,2024-12-31,2563.69,EUR,1.0,2563.69
HR,Salaries,2926.95,BE55,Belgium,2025-01-31,3200.48,EUR,1.0,3200.48
HR,Training,2877.66,BE55,Belgium,2025-01-31,2952.91,EUR,1.0,2952.91
HR,Recruitment,1472.35,BE55,Belgium,2025-01-31,1500.33,EUR,1.0,1500.33
Medical,Medications,4025.68,BE55,Belgium,2025-01-31,4393.65,EUR,1.0,4393.65
Medical,Medical Equipment,3161.64,BE55,Belgium,2025-01-31,2699.58,EUR,1.0,2699.58
Medical,Consultations,4216.32,BE55,Belgium,2025-01-31,3946.06,EUR,1.0,3946.06
Logistics,Fuel,3668.72,BE55,Belgium,2025-01-31,2943.41,EUR,1.0,2943.41
Logistics,Transport,3948.83,BE55,Belgium,2025-01-31,4092.75,EUR,1.0,4092.75
Logistics,Vehicle Maintenance,2833.19,BE55,Belgium,2025-01-31,2289.72,EUR,1.0,2289.72
Supply,Supplies,1275.99,BE55,Belgium,2025-01-31,1204.79,EUR,1.0,1204.79
Supply,Warehousing,3665.54,BE55,Belgium,2025-01-31,2994.67,EUR,1.0,2994.67
Supply,Cold Chain,1080.99,BE55,Belgium,2025-01-31,1135.51,EUR,1.0,1135.51
HR,Salaries,1747.23,BE55,Belgium,2025-02-28,1504.41,EUR,1.0,1504.41
HR,Training,3071.07,BE55,Belgium,2025-02-28,3192.89,EUR,1.0,3192.89
HR,Recruitment,1385.8,BE55,Belgium,2025-02-28,1346.01,EUR,1.0,1346.01
Medical,Medications,1173.54,BE55,Belgium,2025-02-28,1079.98,EUR,1.0,1079.98
Medical,Medical Equipment,4659.38,BE55,Belgium,2025-02-28,4017.77,EUR,1.0,4017.77
Medical,Consultations,3811.95,BE55,Belgium,2025-02-28,3564.14,EUR,1.0,3564.14
Logistics,Fuel,3598.3,BE55,Belgium,2025-02-28,3256.26,EUR,1.0,3256.26
Logistics,Transport,3024.69,BE55,Belgium,2025-02-28,2704.38,EUR,1.0,2704.38
Logistics,Vehicle Maintenance,1268.52,BE55,Belgium,2025-02-28,1206.0,EUR,1.0,1206.0
Supply,Supplies,1612.01,BE55,Belgium,2025-02-28,1458.2,EUR,1.0,1458.2
Supply,Warehousing,1543.37,BE55,Belgium,2025-02-28,1394.46,EUR,1.0,1394.46
Supply,Cold Chain,3793.77,BE55,Belgium,2025-02-28,4158.29,EUR,1.0,4158.29
HR,Salaries,2418.43,BE55,Belgium,2025-03-31,2459.15,EUR,1.0,2459.15
HR,Training,2451.4,BE55,Belgium,2025-03-31,2499.12,EUR,1.0,2499.12
HR,Recruitment,2212.23,BE55,Belgium,2025-03-31,2340.88,EUR,1.0,2340.88
Medical,Medications,3127.4,BE55,Belgium,2025-03-31,2773.34,EUR,1.0,2773.34
Medical,Medical Equipment,1418.07,BE55,Belgium,2025-03-31,1522.78,EUR,1.0,1522.78
Medical,Consultations,3882.51,BE55,Belgium,2025-03-31,3302.1,EUR,1.0,3302.1
Logistics,Fuel,1301.94,BE55,Belgium,2025-03-31,1057.75,EUR,1.0,1057.75
Logistics,Transport,2065.94,BE55,Belgium,2025-03-31,2083.72,EUR,1.0,2083.72
Logistics,Vehicle Maintenance,2707.8,BE55,Belgium,2025-03-31,2927.63,EUR,1.0,2927.63
Supply,Supplies,2919.76,BE55,Belgium,2025-03-31,2503.39,EUR,1.0,2503.39
Supply,Warehousing,2885.46,BE55,Belgium,2025-03-31,2399.05,EUR,1.0,2399.05
Supply,Cold Chain,2080.21,BE55,Belgium,2025-03-31,2031.85,EUR,1.0,2031.85
HR,Salaries,4751.86,BE55,Belgium,2025-04-30,3906.24,EUR,1.0,3906.24
HR,Training,4530.74,BE55,Belgium,2025-04-30,4683.13,EUR,1.0,4683.13
HR,Recruitment,1217.86,BE55,Belgium,2025-04-30,1291.54,EUR,1.0,1291.54
Medical,Medications,3360.71,BE55,Belgium,2025-04-30,3224.03,EUR,1.0,3224.03
Medical,Medical Equipment,3464.32,BE55,Belgium,2025-04-30,3389.04,EUR,1.0,3389.04
Medical,Consultations,1307.3,BE55,Belgium,2025-04-30,1258.42,EUR,1.0,1258.42
Logistics,Fuel,1885.03,BE55,Belgium,2025-04-30,1561.38,EUR,1.0,1561.38
Logistics,Transport,4392.06,BE55,Belgium,2025-04-30,3953.43,EUR,1.0,3953.43
Logistics,Vehicle Maintenance,2988.35,BE55,Belgium,2025-04-30,2480.67,EUR,1.0,2480.67
Supply,Supplies,4436.35,BE55,Belgium,2025-04-30,3880.37,EUR,1.0,3880.37
Supply,Warehousing,3303.34,BE55,Belgium,2025-04-30,3295.02,EUR,1.0,3295.02
Supply,Cold Chain,2106.65,BE55,Belgium,2025-04-30,2165.8,EUR,1.0,2165.8
HR,Salaries,1323.82,BE55,Belgium,2025-05-31,1341.7,EUR,1.0,1341.7
HR,Training,2743.73,BE55,Belgium,2025-05-31,2510.29,EUR,1.0,2510.29
HR,Recruitment,3279.45,BE55,Belgium,2025-05-31,3583.32,EUR,1.0,3583.32
Medical,Medications,1483.89,BE55,Belgium,2025-05-31,1557.56,EUR,1.0,1557.56
Medical,Medical Equipment,2854.12,BE55,Belgium,2025-05-31,2847.36,EUR,1.0,2847.36
Medical,Consultations,4280.59,BE55,Belgium,2025-05-31,3992.75,EUR,1.0,3992.75
Logistics,Fuel,4044.94,BE55,Belgium,2025-05-31,3692.86,EUR,1.0,3692.86
Logistics,Transport,1664.9,BE55,Belgium,2025-05-31,1671.05,EUR,1.0,1671.05
Logistics,Vehicle Maintenance,3814.67,BE55,Belgium,2025-05-31,4014.34,EUR,1.0,4014.34
Supply,Supplies,3873.65,BE55,Belgium,2025-05-31,3487.67,EUR,1.0,3487.67
Supply,Warehousing,4507.74,BE55,Belgium,2025-05-31,3714.39,EUR,1.0,3714.39
Supply,Cold Chain,4293.26,BE55,Belgium,2025-05-31,3699.57,EUR,1.0,3699.57
HR,Salaries,3962.06,BE55,Belgium,2025-06-30,4045.63,EUR,1.0,4045.63
HR,Training,3359.76,BE55,Belgium,2025-06-30,2888.67,EUR,1.0,2888.67
HR,Recruitment,3171.28,BE55,Belgium,2025-06-30,2832.64,EUR,1.0,2832.64
Medical,Medications,2400.68,BE55,Belgium,2025-06-30,2485.11,EUR,1.0,2485.11
Medical,Medical Equipment,1023.51,BE55,Belgium,2025-06-30,867.4,EUR,1.0,867.4
Medical,Consultations,3156.58,BE55,Belgium,2025-06-30,3074.05,EUR,1.0,3074.05
Logistics,Fuel,3702.18,BE55,Belgium,2025-06-30,3204.13,EUR,1.0,3204.13
Logistics,Transport,3995.47,BE55,Belgium,2025-06-30,3394.45,EUR,1.0,3394.45
Logistics,Vehicle Maintenance,4177.98,BE55,Belgium,2025-06-30,4332.54,EUR,1.0,4332.54
Supply,Supplies,4347.66,BE55,Belgium,2025-06-30,4729.48,EUR,1.0,4729.48
Supply,Warehousing,3073.73,BE55,Belgium,2025-06-30,2739.89,EUR,1.0,2739.89
Supply,Cold Chain,1926.51,BE55,Belgium,2025-06-30,1762.53,EUR,1.0,1762.53
HR,Salaries,4677.26,BE55,Belgium,2025-07-31,,EUR,1.0,
HR,Training,1351.82,BE55,Belgium,2025-07-31,,EUR,1.0,
HR,Recruitment,1863.17,BE55,Belgium,2025-07-31,,EUR,1.0,
Medical,Medications,4836.03,BE55,Belgium,2025-07-31,,EUR,1.0,
Medical,Medical Equipment,2815.81,BE55,Belgium,2025-07-31,,EUR,1.0,
Medical,Consultations,3800.86,BE55,Belgium,2025-07-31,,EUR,1.0,
Logistics,Fuel,3052.72,BE55,Belgium,2025-07-31,,EUR,1.0,
Logistics,Transport,1296.67,BE55,Belgium,2025-07-31,,EUR,1.0,
Logistics,Vehicle Maintenance,1985.9,BE55,Belgium,2025-07-31,,EUR,1.0,
Supply,Supplies,2416.96,BE55,Belgium,2025-07-31,,EUR,1.0,
Supply,Warehousing,3900.68,BE55,Belgium,2025-07-31,,EUR,1.0,
Supply,Cold Chain,4900.63,BE55,Belgium,2025-07-31,,EUR,1.0,
HR,Salaries,2077.79,BE55,Belgium,2025-08-31,,EUR,1.0,
HR,Training,1687.04,BE55,Belgium,2025-08-31,,EUR,1.0,
HR,Recruitment,1603.55,BE55,Belgium,2025-08-31,,EUR,1.0,
Medical,Medications,3406.89,BE55,Belgium,2025-08-31,,EUR,1.0,
Medical,Medical Equipment,2057.68,BE55,Belgium,2025-08-31,,EUR,1.0,
Medical,Consultations,4191.41,BE55,Belgium,2025-08-31,,EUR,1.0,
Logistics,Fuel,4278.47,BE55,Belgium,2025-08-31,,EUR,1.0,
Logistics,Transport,4184.85,BE55,Belgium,2025-08-31,,EUR,1.0,
Logistics,Vehicle Maintenance,4329.21,BE55,Belgium,2025-08-31,,EUR,1.0,
Supply,Supplies,3047.87,BE55,Belgium,2025-08-31,,EUR,1.0,
Supply,Warehousing,1047.99,BE55,Belgium,2025-08-31,,EUR,1.0,
Supply,Cold Chain,1539.36,BE55,Belgium,2025-08-31,,EUR,1.0,
HR,Salaries,2990.91,BE55,Belgium,2025-09-30,,EUR,1.0,
HR,Training,2989.49,BE55,Belgium,2025-09-30,,EUR,1.0,
HR,Recruitment,1296.42,BE55,Belgium,2025-09-30,,EUR,1.0,
Medical,Medications,2288.72,BE55,Belgium,2025-09-30,,EUR,1.0,
Medical,Medical Equipment,4777.97,BE55,Belgium,2025-09-30,,EUR,1.0,
Medical,Consultations,2606.07,BE55,Belgium,2025-09-30,,EUR,1.0,
Logistics,Fuel,1279.62,BE55,Belgium,2025-09-30,,EUR,1.0,
Logistics,Transport,3753.55,BE55,Belgium,2025-09-30,,EUR,1.0,
Logistics,Vehicle Maintenance,2446.96,BE55,Belgium,2025-09-30,,EUR,1.0,
Supply,Supplies,4004.08,BE55,Belgium,2025-09-30,,EUR,1.0,
Supply,Warehousing,4644.11,BE55,Belgium,2025-09-30,,EUR,1.0,
Supply,Cold Chain,4989.34,BE55,Belgium,2025-09-30,,EUR,1.0,
HR,Salaries,1187.08,BE55,Belgium,2025-10-31,,EUR,1.0,
HR,Training,4467.99,BE55,Belgium,2025-10-31,,EUR,1.0,
HR,Recruitment,3391.78,BE55,Belgium,2025-10-31,,EUR,1.0,
Medical,Medications,2724.05,BE55,Belgium,2025-10-31,,EUR,1.0,
Medical,Medical Equipment,1405.0,BE55,Belgium,2025-10-31,,EUR,1.0,
Medical,Consultations,3212.93,BE55,Belgium,2025-10-31,,EUR,1.0,
Logistics,Fuel,1236.58,BE55,Belgium,2025-10-31,,EUR,1.0,
Logistics,Transport,2093.08,BE55,Belgium,2025-10-31,,EUR,1.0,
Logistics,Vehicle Maintenance,1503.07,BE55,Belgium,2025-10-31,,EUR,1.0,
Supply,Supplies,2798.59,BE55,Belgium,2025-10-31,,EUR,1.0,
Supply,Warehousing,2312.08,BE55,Belgium,2025-10-31,,EUR,1.0,
Supply,Cold Chain,3755.46,BE55,Belgium,2025-10-31,,EUR,1.0,
HR,Salaries,2168.35,BE55,Belgium,2025-11-30,,EUR,1.0,
HR,Training,1725.57,BE55,Belgium,2025-11-30,,EUR,1.0,
HR,Recruitment,1825.55,BE55,Belgium,2025-11-30,,EUR,1.0,
Medical,Medications,3399.75,BE55,Belgium,2025-11-30,,EUR,1.0,
Medical,Medical Equipment,1553.0,BE55,Belgium,2025-11-30,,EUR,1.0,
Medical,Consultations,3810.85,BE55,Belgium,2025-11-30,,EUR,1.0,
Logistics,Fuel,3301.52,BE55,Belgium,2025-11-30,,EUR,1.0,
Logistics,Transport,2493.38,BE55,Belgium,2025-11-30,,EUR,1.0,
Logistics,Vehicle Maintenance,3602.86,BE55,Belgium,2025-11-30,,EUR,1.0,
Supply,Supplies,2988.17,BE55,Belgium,2025-11-30,,EUR,1.0,
Supply,Warehousing,4896.61,BE55,Belgium,2025-11-30,,EUR,1.0,
Supply,Cold Chain,3269.24,BE55,Belgium,2025-11-30,,EUR,1.0,
HR,Salaries,4616.88,BE55,Belgium,2025-12-31,,EUR,1.0,
HR,Training,4097.37,BE55,Belgium,2025-12-31,,EUR,1.0,
HR,Recruitment,2041.08,BE55,Belgium,2025-12-31,,EUR,1.0,
Medical,Medications,4212.37,BE55,Belgium,2025-12-31,,EUR,1.0,
Medical,Medical Equipment,3290.12,BE55,Belgium,2025-12-31,,EUR,1.0,
Medical,Consultations,4627.65,BE55,Belgium,2025-12-31,,EUR,1.0,
Logistics,Fuel,1077.81,BE55,Belgium,2025-12-31,,EUR,1.0,
Logistics,Transport,4213.21,BE55,Belgium,2025-12-31,,EUR,1.0,
Logistics,Vehicle Maintenance,3453.44,BE55,Belgium,2025-12-31,,EUR,1.0,
Supply,Supplies,3686.6,BE55,Belgium,2025-12-31,,EUR,1.0,
Supply,Warehousing,4353.77,BE55,Belgium,2025-12-31,,EUR,1.0,
Supply,Cold Chain,1414.56,BE55,Belgium,2025-12-31,,EUR,1.0,
HR,Salaries,4046.14,SN02,Senegal,2023-01-31,2220906.41275,XOF,0.001524,3384.661373031
HR,Training,2020.66,SN02,Senegal,2023-01-31,1287420.56562,XOF,0.001524,1962.02894200488
HR,Recruitment,3237.9,SN02,Senegal,2023-01-31,2225045.50142,XOF,0.001524,3390.96934416408
Medical,Medications,3282.13,SN02,Senegal,2023-01-31,2267689.26599,XOF,0.001524,3455.9584413687603
Medical,Medical Equipment,4840.12,SN02,Senegal,2023-01-31,3101318.77901,XOF,0.001524,4726.409819211241
Medical,Consultations,4891.63,SN02,Senegal,2023-01-31,2805757.67395,XOF,0.001524,4275.974695099801
Logistics,Fuel,3983.15,SN02,Senegal,2023-01-31,2625225.18841,XOF,0.001524,4000.84318713684
Logistics,Transport,4486.06,SN02,Senegal,2023-01-31,2765088.3399500004,XOF,0.001524,4213.9946300838
Logistics,Vehicle Maintenance,1207.42,SN02,Senegal,2023-01-31,813104.6184899999,XOF,0.001524,1239.1714385787598
Supply,Supplies,4529.14,SN02,Senegal,2023-01-31,2477064.18082,XOF,0.001524,3775.0458115696797
Supply,Warehousing,4149.77,SN02,Senegal,2023-01-31,2923370.76405,XOF,0.001524,4455.217044412199
Supply,Cold Chain,2167.48,SN02,Senegal,2023-01-31,1271461.13181,XOF,0.001524,1937.7067648784398
HR,Salaries,2457.96,SN02,Senegal,2023-02-28,1309329.52942,XOF,0.001524,1995.41820283608
HR,Training,2141.46,SN02,Senegal,2023-02-28,1197646.2906,XOF,0.001524,1825.2129468744
HR,Recruitment,1560.0,SN02,Senegal,2023-02-28,985286.77142,XOF,0.001524,1501.57703964408
Medical,Medications,3982.51,SN02,Senegal,2023-02-28,2188961.3068500003,XOF,0.001524,3335.9770316394
Medical,Medical Equipment,4889.4,SN02,Senegal,2023-02-28,2957782.26827,XOF,0.001524,4507.660176843479
Medical,Consultations,2496.53,SN02,Senegal,2023-02-28,1374977.7059799999,XOF,0.001524,2095.4660239135196
Logistics,Fuel,1333.09,SN02,Senegal,2023-02-28,909707.40588,XOF,0.001524,1386.3940865611198
Logistics,Transport,2825.09,SN02,Senegal,2023-02-28,1881028.85277,XOF,0.001524,2866.68797162148
Logistics,Vehicle Maintenance,2867.41,SN02,Senegal,2023-02-28,1562620.7654,XOF,0.001524,2381.4340464695997
Supply,Supplies,2522.3,SN02,Senegal,2023-02-28,1527894.40182,XOF,0.001524,2328.51106837368
Supply,Warehousing,3717.97,SN02,Senegal,2023-02-28,2156215.93341,XOF,0.001524,3286.07308251684
Supply,Cold Chain,4192.07,SN02,Senegal,2023-02-28,2814508.14033,XOF,0.001524,4289.31040586292
HR,Salaries,1448.3,SN02,Senegal,2023-03-31,1037317.28066,XOF,0.001524,1580.87153572584
HR,Training,1754.88,SN02,Senegal,2023-03-31,1132719.66674,XOF,0.001524,1726.26477211176
HR,Recruitment,2241.3,SN02,Senegal,2023-03-31,1198813.8940599998,XOF,0.001524,1826.9923745474398
Medical,Medications,4883.86,SN02,Senegal,2023-03-31,2898411.6002,XOF,0.001524,4417.1792787048
Medical,Medical Equipment,4434.2,SN02,Senegal,2023-03-31,2580036.3106799996,XOF,0.001524,3931.9753374763195
Medical,Consultations,1336.52,SN02,Senegal,2023-03-31,746006.7769599999,XOF,0.001524,1136.9143280870398
Logistics,Fuel,1966.11,SN02,Senegal,2023-03-31,1271821.90816,XOF,0.001524,1938.2565880358402
Logistics,Transport,3297.37,SN02,Senegal,2023-03-31,2285400.10499,XOF,0.001524,3482.94976000476
Logistics,Vehicle Maintenance,3716.36,SN02,Senegal,2023-03-31,2399221.76363,XOF,0.001524,3656.41396777212
Supply,Supplies,4694.12,SN02,Senegal,2023-03-31,3024493.09517,XOF,0.001524,4609.32747703908
Supply,Warehousing,2128.22,SN02,Senegal,2023-03-31,1371750.3975399998,XOF,0.001524,2090.54760585096
Supply,Cold Chain,4650.33,SN02,Senegal,2023-03-31,2472354.40956,XOF,0.001524,3767.86812016944
HR,Salaries,2729.13,SN02,Senegal,2023-04-30,1925266.5928500001,XOF,0.001524,2934.1062875034
HR,Training,1354.45,SN02,Senegal,2023-04-30,845738.4792399999,XOF,0.001524,1288.90544236176
HR,Recruitment,4198.83,SN02,Senegal,2023-04-30,2606281.15025,XOF,0.001524,3971.972472981
Medical,Medications,4637.84,SN02,Senegal,2023-04-30,3269985.0024200003,XOF,0.001524,4983.457143688081
Medical,Medical Equipment,4383.85,SN02,Senegal,2023-04-30,2954522.1619800003,XOF,0.001524,4502.691774857521
Medical,Consultations,3950.38,SN02,Senegal,2023-04-30,2815118.18034,XOF,0.001524,4290.24010683816
Logistics,Fuel,1910.12,SN02,Senegal,2023-04-30,1228371.31648,XOF,0.001524,1872.03788631552
Logistics,Transport,3156.45,SN02,Senegal,2023-04-30,2136734.01051,XOF,0.001524,3256.3826320172398
Logistics,Vehicle Maintenance,1294.62,SN02,Senegal,2023-04-30,863436.1991,XOF,0.001524,1315.8767674284
Supply,Supplies,4381.98,SN02,Senegal,2023-04-30,2624792.25679,XOF,0.001524,4000.18339934796
Supply,Warehousing,3583.07,SN02,Senegal,2023-04-30,2136622.49782,XOF,0.001524,3256.2126866776803
Supply,Cold Chain,2712.08,SN02,Senegal,2023-04-30,1865974.6396199998,XOF,0.001524,2843.7453507808796
HR,Salaries,3945.96,SN02,Senegal,2023-05-31,2673497.0640399996,XOF,0.001524,4074.409525596959
HR,Training,2529.63,SN02,Senegal,2023-05-31,1600089.02924,XOF,0.001524,2438.53568056176
HR,Recruitment,4152.72,SN02,Senegal,2023-05-31,2481898.58391,XOF,0.001524,3782.41344187884
Medical,Medications,1315.96,SN02,Senegal,2023-05-31,724051.89617,XOF,0.001524,1103.45508976308
Medical,Medical Equipment,1457.64,SN02,Senegal,2023-05-31,970855.71742,XOF,0.001524,1479.5841133480799
Medical,Consultations,1456.19,SN02,Senegal,2023-05-31,959979.95036,XOF,0.001524,1463.00944434864
Logistics,Fuel,2635.79,SN02,Senegal,2023-05-31,1707226.48605,XOF,0.001524,2601.8131647401997
Logistics,Transport,1710.7,SN02,Senegal,2023-05-31,1207859.54109,XOF,0.001524,1840.7779406211598
Logistics,Vehicle Maintenance,3247.02,SN02,Senegal,2023-05-31,1835072.50535,XOF,0.001524,2796.6504981534
Supply,Supplies,2792.4,SN02,Senegal,2023-05-31,1901068.33912,XOF,0.001524,2897.2281488188796
Supply,Warehousing,2386.03,SN02,Senegal,2023-05-31,1682372.27532,XOF,0.001524,2563.93534758768
Supply,Cold Chain,1710.45,SN02,Senegal,2023-05-31,959776.60369,XOF,0.001524,1462.69954402356
HR,Salaries,1192.0,SN02,Senegal,2023-06-30,845056.28396,XOF,0.001524,1287.86577675504
HR,Training,1160.38,SN02,Senegal,2023-06-30,686452.44093,XOF,0.001524,1046.15351997732
HR,Recruitment,2764.69,SN02,Senegal,2023-06-30,1866453.4882299998,XOF,0.001524,2844.4751160625196
Medical,Medications,4124.99,SN02,Senegal,2023-06-30,2705652.07618,XOF,0.001524,4123.41376409832
Medical,Medical Equipment,4061.38,SN02,Senegal,2023-06-30,2681040.56954,XOF,0.001524,4085.90582797896
Medical,Consultations,1098.19,SN02,Senegal,2023-06-30,576966.65806,XOF,0.001524,879.2971868834401
Logistics,Fuel,2492.69,SN02,Senegal,2023-06-30,1531390.6526300001,XOF,0.001524,2333.83935460812
Logistics,Transport,2359.96,SN02,Senegal,2023-06-30,1269539.1778,XOF,0.001524,1934.7777069672
Logistics,Vehicle Maintenance,1584.21,SN02,Senegal,2023-06-30,1105936.94243,XOF,0.001524,1685.44790026332
Supply,Supplies,1724.47,SN02,Senegal,2023-06-30,1152660.75954,XOF,0.001524,1756.65499753896
Supply,Warehousing,1011.3,SN02,Senegal,2023-06-30,678567.83779,XOF,0.001524,1034.13738479196
Supply,Cold Chain,2978.69,SN02,Senegal,2023-06-30,1890835.40992,XOF,0.001524,2881.63316471808
HR,Salaries,4079.26,SN02,Senegal,2023-07-31,2200204.40983,XOF,0.001524,3353.1115205809197
HR,Training,1774.08,SN02,Senegal,2023-07-31,1257390.85416,XOF,0.001524,1916.26366173984
HR,Recruitment,1015.24,SN02,Senegal,2023-07-31,651988.46015,XOF,0.001524,993.6304132686
Medical,Medications,1225.7,SN02,Senegal,2023-07-31,696193.40238,XOF,0.001524,1060.99874522712
Medical,Medical Equipment,4934.83,SN02,Senegal,2023-07-31,2904098.74739,XOF,0.001524,4425.84649102236
Medical,Consultations,3164.18,SN02,Senegal,2023-07-31,2174799.19522,XOF,0.001524,3314.39397351528
Logistics,Fuel,2640.31,SN02,Senegal,2023-07-31,1849988.96753,XOF,0.001524,2819.38318651572
Logistics,Transport,2274.8,SN02,Senegal,2023-07-31,1472734.97769,XOF,0.001524,2244.44810599956
Logistics,Vehicle Maintenance,4074.16,SN02,Senegal,2023-07-31,2656422.50333,XOF,0.001524,4048.3878950749204
Supply,Supplies,1568.53,SN02,Senegal,2023-07-31,1081778.04612,XOF,0.001524,1648.6297422868802
Supply,Warehousing,4853.65,SN02,Senegal,2023-07-31,2757964.64693,XOF,0.001524,4203.13812192132
Supply,Cold Chain,3026.8,SN02,Senegal,2023-07-31,1754914.55995,XOF,0.001524,2674.4897893638
HR,Salaries,1925.15,SN02,Senegal,2023-08-31,1373606.75585,XOF,0.001524,2093.3766959154
HR,Training,1942.4,SN02,Senegal,2023-08-31,1051269.48605,XOF,0.001524,1602.1346967401998
HR,Recruitment,2408.39,SN02,Senegal,2023-08-31,1721834.6484400001,XOF,0.001524,2624.07600422256
Medical,Medications,1093.86,SN02,Senegal,2023-08-31,617885.25572,XOF,0.001524,941.65712971728
Medical,Medical Equipment,3300.01,SN02,Senegal,2023-08-31,1921763.78247,XOF,0.001524,2928.76800448428
Medical,Consultations,4403.88,SN02,Senegal,2023-08-31,2371081.20833,XOF,0.001524,3613.5277614949196
Logistics,Fuel,4996.83,SN02,Senegal,2023-08-31,3255422.75702,XOF,0.001524,4961.26428169848
Logistics,Transport,4991.04,SN02,Senegal,2023-08-31,3142138.98312,XOF,0.001524,4788.6198102748795
Logistics,Vehicle Maintenance,1047.47,SN02,Senegal,2023-08-31,654363.02449,XOF,0.001524,997.24924932276
Supply,Supplies,1939.55,SN02,Senegal,2023-08-31,1171434.2488799999,XOF,0.001524,1785.2657952931197
Supply,Warehousing,4402.87,SN02,Senegal,2023-08-31,2840162.6186,XOF,0.001524,4328.407830746401
Supply,Cold Chain,3028.36,SN02,Senegal,2023-08-31,1862216.00601,XOF,0.001524,2838.01719315924
HR,Salaries,3843.52,SN02,Senegal,2023-09-30,2720234.0002900003,XOF,0.001524,4145.6366164419605
HR,Training,1942.86,SN02,Senegal,2023-09-30,1230562.21286,XOF,0.001524,1875.3768123986401
HR,Recruitment,1498.31,SN02,Senegal,2023-09-30,901166.8457399999,XOF,0.001524,1373.3782729077598
Medical,Medications,3978.26,SN02,Senegal,2023-09-30,2218125.1550700003,XOF,0.001524,3380.4227363266805
Medical,Medical Equipment,2677.04,SN02,Senegal,2023-09-30,1768558.46555,XOF,0.001524,2695.2831014982003
Medical,Consultations,4702.36,SN02,Senegal,2023-09-30,3031406.8819500003,XOF,0.001524,4619.8640880918
Logistics,Fuel,2501.6,SN02,Senegal,2023-09-30,1395889.61514,XOF,0.001524,2127.33577347336
Logistics,Transport,4399.01,SN02,Senegal,2023-09-30,2856384.43521,XOF,0.001524,4353.129879260039
Logistics,Vehicle Maintenance,2228.92,SN02,Senegal,2023-09-30,1488668.17322,XOF,0.001524,2268.73029598728
Supply,Supplies,2255.51,SN02,Senegal,2023-09-30,1586655.02988,XOF,0.001524,2418.06226553712
Supply,Warehousing,3678.15,SN02,Senegal,2023-09-30,2550938.05816,XOF,0.001524,3887.62960063584
Supply,Cold Chain,2129.11,SN02,Senegal,2023-09-30,1451823.06853,XOF,0.001524,2212.57835643972
HR,Salaries,4624.03,SN02,Senegal,2023-10-31,2455712.78047,XOF,0.001524,3742.50627743628
HR,Training,3356.41,SN02,Senegal,2023-10-31,1918916.92909,XOF,0.001524,2924.42939993316
HR,Recruitment,1464.1,SN02,Senegal,2023-10-31,1001219.9669499999,XOF,0.001524,1525.8592296317997
Medical,Medications,2341.34,SN02,Senegal,2023-10-31,1348267.13694,XOF,0.001524,2054.7591166965603
Medical,Medical Equipment,4436.6,SN02,Senegal,2023-10-31,2999264.98895,XOF,0.001524,4570.8798431598
Medical,Consultations,4089.41,SN02,Senegal,2023-10-31,2431908.10094,XOF,0.001524,3706.2279458325597
Logistics,Fuel,1538.98,SN02,Senegal,2023-10-31,833452.4046299999,XOF,0.001524,1270.1814646561197
Logistics,Transport,4490.78,SN02,Senegal,2023-10-31,2393364.06762,XOF,0.001524,3647.4868390528795
Logistics,Vehicle Maintenance,3214.86,SN02,Senegal,2023-10-31,1758128.7492499999,XOF,0.001524,2679.3882138569998
Supply,Supplies,2248.66,SN02,Senegal,2023-10-31,1294281.8758399999,XOF,0.001524,1972.4855787801598
Supply,Warehousing,4478.97,SN02,Senegal,2023-10-31,3063548.77495,XOF,0.001524,4668.8483330238
Supply,Cold Chain,2264.48,SN02,Senegal,2023-10-31,1385197.51604,XOF,0.001524,2111.0410144449597
HR,Salaries,1593.2,SN02,Senegal,2023-11-30,1121883.2571,XOF,0.001524,1709.7500838204
HR,Training,2393.87,SN02,Senegal,2023-11-30,1545952.89803,XOF,0.001524,2356.03221659772
HR,Recruitment,3696.09,SN02,Senegal,2023-11-30,2166809.63896,XOF,0.001524,3302.21788977504
Medical,Medications,3127.0,SN02,Senegal,2023-11-30,1671319.3998699998,XOF,0.001524,2547.0907654018797
Medical,Medical Equipment,2159.3,SN02,Senegal,2023-11-30,1494552.1075099998,XOF,0.001524,2277.6974118452395
Medical,Consultations,1938.55,SN02,Senegal,2023-11-30,1333573.70014,XOF,0.001524,2032.36631901336
Logistics,Fuel,4319.88,SN02,Senegal,2023-11-30,3103549.03281,XOF,0.001524,4729.8087260024395
Logistics,Transport,4263.27,SN02,Senegal,2023-11-30,2991675.56646,XOF,0.001524,4559.31356328504
Logistics,Vehicle Maintenance,2185.21,SN02,Senegal,2023-11-30,1240080.14893,XOF,0.001524,1889.8821469693198
Supply,Supplies,2558.72,SN02,Senegal,2023-11-30,1534847.54602,XOF,0.001524,2339.10766013448
Supply,Warehousing,2354.92,SN02,Senegal,2023-11-30,1321727.11672,XOF,0.001524,2014.31212588128
Supply,Cold Chain,1121.71,SN02,Senegal,2023-11-30,758745.4619,XOF,0.001524,1156.3280839356
HR,Salaries,1115.45,SN02,Senegal,2023-12-31,706013.07867,XOF,0.001524,1075.96393189308
HR,Training,1830.19,SN02,Senegal,2023-12-31,1178341.47609,XOF,0.001524,1795.79240956116
